@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn NUMERIC
@ATTRIBUTE vcg_var_spread NUMERIC
@ATTRIBUTE vcg_var_min NUMERIC
@ATTRIBUTE vcg_var_max NUMERIC
@ATTRIBUTE vcg_cls_mean NUMERIC
@ATTRIBUTE vcg_cls_spread NUMERIC
@ATTRIBUTE vcg_cls_std NUMERIC
@ATTRIBUTE vcg_cls_min NUMERIC
@ATTRIBUTE vcg_var_std NUMERIC
@ATTRIBUTE vcg_var_mean NUMERIC
@ATTRIBUTE var_clauses_ratio NUMERIC
@ATTRIBUTE soft_max NUMERIC
@ATTRIBUTE numClauses NUMERIC
@ATTRIBUTE perc_soft NUMERIC
@ATTRIBUTE soft_mean NUMERIC
@ATTRIBUTE soft_std NUMERIC

@DATA
benchmarks/pms_crafted/frb/frb20-11-1.partial.wcnf,1,1,0.00837,0.00495,0.01332,0.00892,0.00455,0.09692,0.00455,0.2011,0.00892,0.03758,1,5854,0.03758,1,0
benchmarks/pms_crafted/frb/frb20-11-2.partial.wcnf,1,1,0.00828,0.00518,0.01346,0.00892,0.00455,0.09741,0.00455,0.18789,0.00892,0.03797,1,5794,0.03797,1,0
benchmarks/pms_crafted/frb/frb20-11-3.partial.wcnf,1,1,0.01011,0.00394,0.01406,0.00892,0.00455,0.09708,0.00455,0.20152,0.00892,0.03772,1,5833,0.03772,1,0
benchmarks/pms_crafted/frb/frb20-11-4.partial.wcnf,1,1,0.0107,0.00501,0.01571,0.00892,0.00455,0.09742,0.00455,0.20415,0.00892,0.03798,1,5793,0.03798,1,0
benchmarks/pms_crafted/frb/frb20-11-5.partial.wcnf,1,1,0.0091,0.00464,0.01374,0.00892,0.00455,0.0972,0.00455,0.24191,0.00892,0.03779,1,5821,0.03779,1,0
benchmarks/pms_crafted/frb/frb25-13-1.partial.wcnf,1,1,0.00513,0.00394,0.00906,0.00606,0.00308,0.08623,0.00308,0.15467,0.00606,0.02975,1,10924,0.02975,1,0
benchmarks/pms_crafted/frb/frb25-13-2.partial.wcnf,1,1,0.00557,0.00375,0.00932,0.00606,0.00308,0.08616,0.00308,0.18913,0.00606,0.0297,1,10943,0.0297,1,0
benchmarks/pms_crafted/frb/frb25-13-3.partial.wcnf,1,1,0.00618,0.00282,0.009,0.00606,0.00308,0.08593,0.00308,0.20472,0.00606,0.02953,1,11005,0.02953,1,0
benchmarks/pms_crafted/frb/frb25-13-4.partial.wcnf,1,1,0.00632,0.00288,0.0092,0.00606,0.00308,0.08687,0.00308,0.20203,0.00606,0.0302,1,10762,0.0302,1,0
benchmarks/pms_crafted/frb/frb25-13-5.partial.wcnf,1,1,0.00582,0.00332,0.00914,0.00606,0.00308,0.0866,0.00308,0.18128,0.00606,0.03,1,10833,0.03,1,0
benchmarks/pms_crafted/frb/frb30-15-1.partial.wcnf,1,1,0.00436,0.00234,0.0067,0.00439,0.00222,0.07832,0.00222,0.16898,0.00439,0.02452,1,18350,0.02452,1,0
benchmarks/pms_crafted/frb/frb30-15-2.partial.wcnf,1,1,0.00386,0.0025,0.00636,0.00439,0.00222,0.07816,0.00222,0.15699,0.00439,0.02447,1,18392,0.02447,1,0
benchmarks/pms_crafted/frb/frb30-15-3.partial.wcnf,1,1,0.00398,0.00272,0.0067,0.00439,0.00222,0.07832,0.00222,0.17904,0.00439,0.02452,1,18349,0.02452,1,0
benchmarks/pms_crafted/frb/frb30-15-4.partial.wcnf,1,1,0.00349,0.00267,0.00616,0.00439,0.00222,0.07833,0.00222,0.17167,0.00439,0.02453,1,18347,0.02453,1,0
benchmarks/pms_crafted/frb/frb30-15-5.partial.wcnf,1,1,0.00447,0.00256,0.00704,0.00439,0.00222,0.07837,0.00222,0.19179,0.00439,0.02456,1,18325,0.02456,1,0
benchmarks/pms_crafted/frb/frb35-17-1.partial.wcnf,1,1,0.00291,0.00179,0.00469,0.00333,0.00168,0.07216,0.00168,0.19118,0.00333,0.02084,1,28548,0.02084,1,0
benchmarks/pms_crafted/frb/frb35-17-2.partial.wcnf,1,1,0.00284,0.00189,0.00473,0.00333,0.00168,0.07216,0.00168,0.16929,0.00333,0.02084,1,28547,0.02084,1,0
benchmarks/pms_crafted/frb/frb35-17-3.partial.wcnf,1,1,0.00419,0.00161,0.0058,0.00333,0.00168,0.07206,0.00168,0.21356,0.00333,0.02078,1,28631,0.02078,1,0
benchmarks/pms_crafted/frb/frb35-17-4.partial.wcnf,1,1,0.00414,0.00123,0.00536,0.00333,0.00168,0.07218,0.00168,0.21364,0.00333,0.02086,1,28529,0.02086,1,0
benchmarks/pms_crafted/frb/frb35-17-5.partial.wcnf,1,1,0.00319,0.00156,0.00475,0.00333,0.00168,0.07184,0.00168,0.18468,0.00333,0.02065,1,28816,0.02065,1,0
benchmarks/pms_crafted/frb/frb40-19-1.partial.wcnf,1,1,0.00289,0.00135,0.00424,0.00261,0.00132,0.06715,0.00132,0.21691,0.00261,0.01802,1,42173,0.01802,1,0
benchmarks/pms_crafted/frb/frb40-19-2.partial.wcnf,1,1,0.00271,0.00138,0.00408,0.00261,0.00132,0.06719,0.00132,0.19893,0.00261,0.01804,1,42127,0.01804,1,0
benchmarks/pms_crafted/frb/frb40-19-3.partial.wcnf,1,1,0.00243,0.00138,0.00382,0.00261,0.00132,0.06734,0.00132,0.16429,0.00261,0.01813,1,41927,0.01813,1,0
benchmarks/pms_crafted/frb/frb40-19-4.partial.wcnf,1,1,0.00228,0.0016,0.00388,0.00261,0.00132,0.06691,0.00132,0.16632,0.00261,0.01789,1,42485,0.01789,1,0
benchmarks/pms_crafted/frb/frb40-19-5.partial.wcnf,1,1,0.00249,0.00162,0.00412,0.00261,0.00132,0.0669,0.00132,0.17048,0.00261,0.01788,1,42499,0.01788,1,0
benchmarks/pms_crafted/job-shop/ft10-808-1090.wcnf,1,0.594,0.00188,0,0.00188,0.00003,0.00002,0.1409,0.00001,4.47845,0.00003,0.09611,1,1151201,0.00025,1,0
benchmarks/pms_crafted/job-shop/la04-567-0696.wcnf,1,0.59687,0.00383,0.00001,0.00384,0.00008,0.00006,0.14242,0.00003,3.56895,0.00008,0.09945,1,359683,0.00036,1,0
benchmarks/pms_crafted/job-shop/orb08-894-1058.wcnf,1,0.59319,0.00188,0,0.00188,0.00003,0.00002,0.1406,0.00001,4.40733,0.00003,0.09578,1,1121427,0.00015,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-1.clq.wcnf,1,0.01379,0.00138,0.01232,0.0137,0.01324,0.00667,0.05872,0.00667,0,0.01324,0.01379,1,10878,0.01379,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-2.clq.wcnf,1,0.01379,0.00138,0.01232,0.0137,0.01324,0.00667,0.05872,0.00667,0,0.01324,0.01379,1,10878,0.01379,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-3.clq.wcnf,1,0.01379,0.0012,0.0125,0.0137,0.01324,0.00667,0.05872,0.00667,0,0.01324,0.01379,1,10878,0.01379,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-4.clq.wcnf,1,0.01379,0.00101,0.01269,0.0137,0.01324,0.00667,0.05872,0.00667,0,0.01324,0.01379,1,10878,0.01379,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-1.clq.wcnf,1,0.01438,0.00163,0.01227,0.0139,0.01324,0.00667,0.05995,0.00667,0.02212,0.01324,0.01438,1,10431,0.01438,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-2.clq.wcnf,1,0.01438,0.00153,0.01237,0.0139,0.01324,0.00667,0.05995,0.00667,0.025,0.01324,0.01438,1,10431,0.01438,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,0.01438,0.00144,0.01237,0.01381,0.01324,0.00667,0.05995,0.00667,0.02327,0.01324,0.01438,1,10431,0.01438,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,0.01438,0.00173,0.01237,0.01409,0.01324,0.00667,0.05995,0.00667,0.02299,0.01324,0.01438,1,10431,0.01438,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,0.02341,0.00406,0.01124,0.01529,0.01318,0.00667,0.07649,0.00667,0.06918,0.01318,0.02341,1,6408,0.02341,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,0.02341,0.00484,0.01077,0.01561,0.01318,0.00667,0.07649,0.00667,0.07018,0.01318,0.02341,1,6408,0.02341,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,0.02341,0.00499,0.01061,0.01561,0.01318,0.00667,0.07649,0.00667,0.08041,0.01318,0.02341,1,6408,0.02341,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,0.02341,0.00437,0.01092,0.01529,0.01318,0.00667,0.07649,0.00667,0.07601,0.01318,0.02341,1,6408,0.02341,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,0.02516,0.0047,0.01074,0.01543,0.01317,0.00667,0.0793,0.00667,0.0747,0.01317,0.02516,1,5961,0.02516,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,0.02516,0.00537,0.01107,0.01644,0.01317,0.00667,0.0793,0.00667,0.07443,0.01317,0.02516,1,5961,0.02516,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,0.02516,0.00436,0.01107,0.01543,0.01317,0.00667,0.0793,0.00667,0.07275,0.01317,0.02516,1,5961,0.02516,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,0.02516,0.00554,0.01107,0.01661,0.01317,0.00667,0.0793,0.00667,0.07614,0.01317,0.02516,1,5961,0.02516,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,0.0272,0.0058,0.01034,0.01614,0.01315,0.00667,0.08247,0.00667,0.08319,0.01315,0.0272,1,5514,0.0272,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,0.0272,0.0049,0.01088,0.01578,0.01315,0.00667,0.08247,0.00667,0.07268,0.01315,0.0272,1,5514,0.0272,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,0.0272,0.00598,0.01016,0.01614,0.01315,0.00667,0.08247,0.00667,0.08555,0.01315,0.0272,1,5514,0.0272,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,0.0272,0.00544,0.01034,0.01578,0.01315,0.00667,0.08247,0.00667,0.08324,0.01315,0.0272,1,5514,0.0272,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-1.clq.wcnf,1,0.0296,0.00632,0.01046,0.01678,0.01314,0.00667,0.08602,0.00667,0.09496,0.01314,0.0296,1,5067,0.0296,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-2.clq.wcnf,1,0.0296,0.00612,0.01007,0.01618,0.01314,0.00667,0.08602,0.00667,0.08773,0.01314,0.0296,1,5067,0.0296,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-3.clq.wcnf,1,0.0296,0.00612,0.01066,0.01678,0.01314,0.00667,0.08602,0.00667,0.09063,0.01314,0.0296,1,5067,0.0296,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-4.clq.wcnf,1,0.0296,0.00671,0.00947,0.01618,0.01314,0.00667,0.08602,0.00667,0.09801,0.01314,0.0296,1,5067,0.0296,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-1.clq.wcnf,1,0.03247,0.00736,0.00887,0.01623,0.01312,0.00667,0.09009,0.00667,0.09437,0.01312,0.03247,1,4620,0.03247,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-2.clq.wcnf,1,0.03247,0.00736,0.00996,0.01732,0.01312,0.00667,0.09009,0.00667,0.09967,0.01312,0.03247,1,4620,0.03247,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-3.clq.wcnf,1,0.03247,0.00584,0.01017,0.01602,0.01312,0.00667,0.09009,0.00667,0.09605,0.01312,0.03247,1,4620,0.03247,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-4.clq.wcnf,1,0.03247,0.00801,0.00909,0.0171,0.01312,0.00667,0.09009,0.00667,0.10054,0.01312,0.03247,1,4620,0.03247,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-1.clq.wcnf,1,0.03595,0.00719,0.00935,0.01653,0.01309,0.00667,0.09478,0.00667,0.10892,0.01309,0.03595,1,4173,0.03595,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-2.clq.wcnf,1,0.03595,0.00575,0.0103,0.01606,0.01309,0.00667,0.09478,0.00667,0.1052,0.01309,0.03595,1,4173,0.03595,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-3.clq.wcnf,1,0.03595,0.00791,0.00935,0.01725,0.01309,0.00667,0.09478,0.00667,0.10756,0.01309,0.03595,1,4173,0.03595,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-4.clq.wcnf,1,0.03595,0.00719,0.00911,0.0163,0.01309,0.00667,0.09478,0.00667,0.10338,0.01309,0.03595,1,4173,0.03595,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-1.clq.wcnf,1,0.04026,0.00751,0.00993,0.01744,0.01306,0.00667,0.1003,0.00667,0.11789,0.01306,0.04026,1,3726,0.04026,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-2.clq.wcnf,1,0.04026,0.00778,0.00966,0.01744,0.01306,0.00667,0.1003,0.00667,0.12172,0.01306,0.04026,1,3726,0.04026,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-3.clq.wcnf,1,0.04026,0.00751,0.00913,0.01664,0.01306,0.00667,0.1003,0.00667,0.11473,0.01306,0.04026,1,3726,0.04026,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-4.clq.wcnf,1,0.04026,0.00725,0.00939,0.01664,0.01306,0.00667,0.1003,0.00667,0.11056,0.01306,0.04026,1,3726,0.04026,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-1.clq.wcnf,1,0.04575,0.00884,0.00854,0.01738,0.01303,0.00667,0.10692,0.00667,0.12632,0.01303,0.04575,1,3279,0.04575,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-2.clq.wcnf,1,0.04575,0.00854,0.00854,0.01708,0.01303,0.00667,0.10692,0.00667,0.1322,0.01303,0.04575,1,3279,0.04575,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-3.clq.wcnf,1,0.04575,0.00732,0.00976,0.01708,0.01303,0.00667,0.10692,0.00667,0.12816,0.01303,0.04575,1,3279,0.04575,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-4.clq.wcnf,1,0.04575,0.00823,0.00884,0.01708,0.01303,0.00667,0.10692,0.00667,0.13212,0.01303,0.04575,1,3279,0.04575,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-1.clq.wcnf,1,0.05297,0.00953,0.00847,0.01801,0.01298,0.00667,0.11502,0.00667,0.13859,0.01298,0.05297,1,2832,0.05297,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-2.clq.wcnf,1,0.05297,0.00953,0.00847,0.01801,0.01298,0.00667,0.11502,0.00667,0.1399,0.01298,0.05297,1,2832,0.05297,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-3.clq.wcnf,1,0.05297,0.01024,0.00847,0.01871,0.01298,0.00667,0.11502,0.00667,0.14929,0.01298,0.05297,1,2832,0.05297,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-4.clq.wcnf,1,0.05297,0.01201,0.00812,0.02013,0.01298,0.00667,0.11502,0.00667,0.16668,0.01298,0.05297,1,2832,0.05297,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-1.clq.wcnf,1,0.06289,0.01006,0.00797,0.01803,0.01291,0.00667,0.12532,0.00667,0.15071,0.01291,0.06289,1,2385,0.06289,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-2.clq.wcnf,1,0.06289,0.01132,0.00755,0.01887,0.01291,0.00667,0.12532,0.00667,0.17012,0.01291,0.06289,1,2385,0.06289,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-3.clq.wcnf,1,0.06289,0.01216,0.00755,0.01971,0.01291,0.00667,0.12532,0.00667,0.17668,0.01291,0.06289,1,2385,0.06289,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-4.clq.wcnf,1,0.06289,0.01048,0.00713,0.01761,0.01291,0.00667,0.12532,0.00667,0.16602,0.01291,0.06289,1,2385,0.06289,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-1.clq.wcnf,1,0.01502,0.002,0.01212,0.01412,0.01323,0.00667,0.06128,0.00667,0.03005,0.01323,0.01502,1,9984,0.01502,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-2.clq.wcnf,1,0.01502,0.0019,0.01242,0.01432,0.01323,0.00667,0.06128,0.00667,0.02881,0.01323,0.01502,1,9984,0.01502,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-3.clq.wcnf,1,0.01502,0.002,0.01232,0.01432,0.01323,0.00667,0.06128,0.00667,0.0286,0.01323,0.01502,1,9984,0.01502,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-4.clq.wcnf,1,0.01502,0.0021,0.01242,0.01452,0.01323,0.00667,0.06128,0.00667,0.03017,0.01323,0.01502,1,9984,0.01502,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-1.clq.wcnf,1,0.0774,0.01187,0.00671,0.01858,0.01282,0.00667,0.13899,0.00667,0.18064,0.01282,0.0774,1,1938,0.0774,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-2.clq.wcnf,1,0.0774,0.01135,0.00722,0.01858,0.01282,0.00667,0.13899,0.00667,0.17591,0.01282,0.0774,1,1938,0.0774,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-3.clq.wcnf,1,0.0774,0.01084,0.00722,0.01806,0.01282,0.00667,0.13899,0.00667,0.16716,0.01282,0.0774,1,1938,0.0774,1,0
