@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn NUMERIC
@ATTRIBUTE vcg_var_spread NUMERIC
@ATTRIBUTE vcg_var_min NUMERIC
@ATTRIBUTE vcg_var_max NUMERIC
@ATTRIBUTE vcg_cls_mean NUMERIC
@ATTRIBUTE vcg_cls_spread NUMERIC
@ATTRIBUTE vcg_cls_std NUMERIC

@DATA
benchmarks/pms_crafted/frb/frb20-11-1.partial.wcnf,1,1,0.00837,0.00495,0.01332,0.00892,0.00455,0.09692
benchmarks/pms_crafted/frb/frb20-11-2.partial.wcnf,1,1,0.00828,0.00518,0.01346,0.00892,0.00455,0.09741
benchmarks/pms_crafted/frb/frb20-11-3.partial.wcnf,1,1,0.01011,0.00394,0.01406,0.00892,0.00455,0.09708
benchmarks/pms_crafted/frb/frb20-11-4.partial.wcnf,1,1,0.0107,0.00501,0.01571,0.00892,0.00455,0.09742
benchmarks/pms_crafted/frb/frb20-11-5.partial.wcnf,1,1,0.0091,0.00464,0.01374,0.00892,0.00455,0.0972
benchmarks/pms_crafted/frb/frb25-13-1.partial.wcnf,1,1,0.00513,0.00394,0.00906,0.00606,0.00308,0.08623
benchmarks/pms_crafted/frb/frb25-13-2.partial.wcnf,1,1,0.00557,0.00375,0.00932,0.00606,0.00308,0.08616
benchmarks/pms_crafted/frb/frb25-13-3.partial.wcnf,1,1,0.00618,0.00282,0.009,0.00606,0.00308,0.08593
benchmarks/pms_crafted/frb/frb25-13-4.partial.wcnf,1,1,0.00632,0.00288,0.0092,0.00606,0.00308,0.08687
benchmarks/pms_crafted/frb/frb25-13-5.partial.wcnf,1,1,0.00582,0.00332,0.00914,0.00606,0.00308,0.0866
benchmarks/pms_crafted/frb/frb30-15-1.partial.wcnf,1,1,0.00436,0.00234,0.0067,0.00439,0.00222,0.07832
benchmarks/pms_crafted/frb/frb30-15-2.partial.wcnf,1,1,0.00386,0.0025,0.00636,0.00439,0.00222,0.07816
benchmarks/pms_crafted/frb/frb30-15-3.partial.wcnf,1,1,0.00398,0.00272,0.0067,0.00439,0.00222,0.07832
benchmarks/pms_crafted/frb/frb30-15-4.partial.wcnf,1,1,0.00349,0.00267,0.00616,0.00439,0.00222,0.07833
benchmarks/pms_crafted/frb/frb30-15-5.partial.wcnf,1,1,0.00447,0.00256,0.00704,0.00439,0.00222,0.07837
benchmarks/pms_crafted/frb/frb35-17-1.partial.wcnf,1,1,0.00291,0.00179,0.00469,0.00333,0.00168,0.07216
benchmarks/pms_crafted/frb/frb35-17-2.partial.wcnf,1,1,0.00284,0.00189,0.00473,0.00333,0.00168,0.07216
benchmarks/pms_crafted/frb/frb35-17-3.partial.wcnf,1,1,0.00419,0.00161,0.0058,0.00333,0.00168,0.07206
benchmarks/pms_crafted/frb/frb35-17-4.partial.wcnf,1,1,0.00414,0.00123,0.00536,0.00333,0.00168,0.07218
benchmarks/pms_crafted/frb/frb35-17-5.partial.wcnf,1,1,0.00319,0.00156,0.00475,0.00333,0.00168,0.07184
benchmarks/pms_crafted/frb/frb40-19-1.partial.wcnf,1,1,0.00289,0.00135,0.00424,0.00261,0.00132,0.06715
benchmarks/pms_crafted/frb/frb40-19-2.partial.wcnf,1,1,0.00271,0.00138,0.00408,0.00261,0.00132,0.06719
benchmarks/pms_crafted/frb/frb40-19-3.partial.wcnf,1,1,0.00243,0.00138,0.00382,0.00261,0.00132,0.06734
benchmarks/pms_crafted/frb/frb40-19-4.partial.wcnf,1,1,0.00228,0.0016,0.00388,0.00261,0.00132,0.06691
benchmarks/pms_crafted/frb/frb40-19-5.partial.wcnf,1,1,0.00249,0.00162,0.00412,0.00261,0.00132,0.0669
benchmarks/pms_crafted/job-shop/ft10-808-1090.wcnf,1,0.594,0.00188,0,0.00188,0.00003,0.00002,0.1409
benchmarks/pms_crafted/job-shop/la04-567-0696.wcnf,1,0.59687,0.00383,0.00001,0.00384,0.00008,0.00006,0.14242
benchmarks/pms_crafted/job-shop/orb08-894-1058.wcnf,1,0.59319,0.00188,0,0.00188,0.00003,0.00002,0.1406
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-1.clq.wcnf,1,0.01379,0.00138,0.01232,0.0137,0.01324,0.00667,0.05872
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-2.clq.wcnf,1,0.01379,0.00138,0.01232,0.0137,0.01324,0.00667,0.05872
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-3.clq.wcnf,1,0.01379,0.0012,0.0125,0.0137,0.01324,0.00667,0.05872
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-4.clq.wcnf,1,0.01379,0.00101,0.01269,0.0137,0.01324,0.00667,0.05872
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-1.clq.wcnf,1,0.01438,0.00163,0.01227,0.0139,0.01324,0.00667,0.05995
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-2.clq.wcnf,1,0.01438,0.00153,0.01237,0.0139,0.01324,0.00667,0.05995
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,0.01438,0.00144,0.01237,0.01381,0.01324,0.00667,0.05995
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,0.01438,0.00173,0.01237,0.01409,0.01324,0.00667,0.05995
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,0.02341,0.00406,0.01124,0.01529,0.01318,0.00667,0.07649
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,0.02341,0.00484,0.01077,0.01561,0.01318,0.00667,0.07649
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,0.02341,0.00499,0.01061,0.01561,0.01318,0.00667,0.07649
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,0.02341,0.00437,0.01092,0.01529,0.01318,0.00667,0.07649
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,0.02516,0.0047,0.01074,0.01543,0.01317,0.00667,0.0793
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,0.02516,0.00537,0.01107,0.01644,0.01317,0.00667,0.0793
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,0.02516,0.00436,0.01107,0.01543,0.01317,0.00667,0.0793
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,0.02516,0.00554,0.01107,0.01661,0.01317,0.00667,0.0793
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,0.0272,0.0058,0.01034,0.01614,0.01315,0.00667,0.08247
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,0.0272,0.0049,0.01088,0.01578,0.01315,0.00667,0.08247
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,0.0272,0.00598,0.01016,0.01614,0.01315,0.00667,0.08247
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,0.0272,0.00544,0.01034,0.01578,0.01315,0.00667,0.08247
