@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn NUMERIC
@ATTRIBUTE vcg_var_spread NUMERIC

@DATA
benchmarks/pms_crafted/frb/frb20-11-1.partial.wcnf,1,1,0.00837
benchmarks/pms_crafted/frb/frb20-11-2.partial.wcnf,1,1,0.00828
benchmarks/pms_crafted/frb/frb20-11-3.partial.wcnf,1,1,0.01011
benchmarks/pms_crafted/frb/frb20-11-4.partial.wcnf,1,1,0.0107
benchmarks/pms_crafted/frb/frb20-11-5.partial.wcnf,1,1,0.0091
benchmarks/pms_crafted/frb/frb25-13-1.partial.wcnf,1,1,0.00513
benchmarks/pms_crafted/frb/frb25-13-2.partial.wcnf,1,1,0.00557
benchmarks/pms_crafted/frb/frb25-13-3.partial.wcnf,1,1,0.00618
benchmarks/pms_crafted/frb/frb25-13-4.partial.wcnf,1,1,0.00632
benchmarks/pms_crafted/frb/frb25-13-5.partial.wcnf,1,1,0.00582
benchmarks/pms_crafted/frb/frb30-15-1.partial.wcnf,1,1,0.00436
benchmarks/pms_crafted/frb/frb30-15-2.partial.wcnf,1,1,0.00386
benchmarks/pms_crafted/frb/frb30-15-3.partial.wcnf,1,1,0.00398
benchmarks/pms_crafted/frb/frb30-15-4.partial.wcnf,1,1,0.00349
benchmarks/pms_crafted/frb/frb30-15-5.partial.wcnf,1,1,0.00447
benchmarks/pms_crafted/frb/frb35-17-1.partial.wcnf,1,1,0.00291
benchmarks/pms_crafted/frb/frb35-17-2.partial.wcnf,1,1,0.00284
benchmarks/pms_crafted/frb/frb35-17-3.partial.wcnf,1,1,0.00419
benchmarks/pms_crafted/frb/frb35-17-4.partial.wcnf,1,1,0.00414
benchmarks/pms_crafted/frb/frb35-17-5.partial.wcnf,1,1,0.00319
benchmarks/pms_crafted/frb/frb40-19-1.partial.wcnf,1,1,0.00289
benchmarks/pms_crafted/frb/frb40-19-2.partial.wcnf,1,1,0.00271
benchmarks/pms_crafted/frb/frb40-19-3.partial.wcnf,1,1,0.00243
benchmarks/pms_crafted/frb/frb40-19-4.partial.wcnf,1,1,0.00228
benchmarks/pms_crafted/frb/frb40-19-5.partial.wcnf,1,1,0.00249
benchmarks/pms_crafted/job-shop/ft10-808-1090.wcnf,1,0.594,0.00188
benchmarks/pms_crafted/job-shop/la04-567-0696.wcnf,1,0.59687,0.00383
benchmarks/pms_crafted/job-shop/orb08-894-1058.wcnf,1,0.59319,0.00188
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-1.clq.wcnf,1,0.01379,0.00138
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-2.clq.wcnf,1,0.01379,0.00138
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-3.clq.wcnf,1,0.01379,0.0012
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-4.clq.wcnf,1,0.01379,0.00101
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-1.clq.wcnf,1,0.01438,0.00163
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-2.clq.wcnf,1,0.01438,0.00153
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,0.01438,0.00144
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,0.01438,0.00173
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,0.02341,0.00406
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,0.02341,0.00484
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,0.02341,0.00499
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,0.02341,0.00437
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,0.02516,0.0047
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,0.02516,0.00537
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,0.02516,0.00436
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,0.02516,0.00554
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,0.0272,0.0058
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,0.0272,0.0049
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,0.0272,0.00598
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,0.0272,0.00544
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-1.clq.wcnf,1,0.0296,0.00632
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-2.clq.wcnf,1,0.0296,0.00612
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-3.clq.wcnf,1,0.0296,0.00612
